job_title,company_name,location,City,State,time_posted,num_applicants,salary,seniority,employment_type,job_function,industry,Min_Salary,Max_Salary
Business Analyst,Adame Services LLC,"Pleasanton, CA",Pleasanton,CA,3 months ago,144 applicants,"$70,000.00/yr - $120,000.00/yr",Associate,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,70000,120000
Business Analyst,Marcum Search,Los Angeles Metropolitan Area,Los Angeles Metropolitan Area,CA,3 weeks ago,,"$110,000.00/yr - $125,000.00/yr",Not Applicable,Full-time,"Accounting/Auditing, Finance, and Legal","Accounting, Legal Services, and Law Practice",110000,125000
BA Analyst,VeeAR Projects Inc.,"Santa Clara, CA",Santa Clara,CA,2 days ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,110000,165000
Business Analyst,Syntricate Technologies,"San Diego, CA",San Diego,CA,4 months ago,179 applicants,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,110000,165000
Business Analyst,"Conde Group, Inc.","Oakland, CA",Oakland,CA,3 days ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,"Analyst, Business Development, and Information Technology","Information Services and Technology, Information and Media",110000,165000
Business Analyst,TekOne IT Services Pvt. Ltd.,"Alameda, CA",Alameda,CA,2 months ago,,"$75,000.00/yr - $135,000.00/yr",Associate,Full-time,"Research, Analyst, and Information Technology",Human Resources Services,75000,135000
Sr. Business Analyst,CGS Federal (Contact Government Services),"San Francisco, CA",San Francisco,CA,6 days ago,,"$132,288.00/yr - $191,082.67/yr",Associate,Full-time,"Research, Analyst, and Information Technology","Transportation, Logistics, Supply Chain and Storage and Internet Publishing",132288,191082
10737 - Business Process Analyst I,Hyundai AutoEver America,"Fountain Valley, CA",Fountain Valley,CA,4 days ago,,"$69,390.00/yr - $90,200.00/yr",Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting,69390,90200
Business Process Analyst,Manpower San Diego,"San Diego, CA",San Diego,CA,1 week ago,,"$70,000.00/yr - $82,500.00/yr",Associate,Full-time,Analyst,Telecommunications and Semiconductor Manufacturing,70000,82500
Business Process Analyst,ACL Digital,"San Diego, CA",San Diego,CA,1 week ago,,"$70,000.00/yr - $120,000.00/yr",Associate,Contract,Analyst,Semiconductor Manufacturing,70000,120000
ServiceNow Business Analyst,Cask,"San Diego, CA",San Diego,CA,1 month ago,,"$70,000.00/yr - $95,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",70000,95000
ServiceNow Business Analyst,Cask,"San Diego, CA",San Diego,CA,1 month ago,,"$120,000.00/yr - $150,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",120000,150000
Business Process Analyst,Apex Systems,"San Diego, CA",San Diego,CA,1 week ago,121 applicants,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting,110000,165000
Business Process Analyst,MillenniumSoft Inc,"San Diego, CA",San Diego,CA,2 months ago,,"$90,000.00/yr - $135,000.00/yr",Mid-Senior level,Contract,Management and Manufacturing,Staffing and Recruiting,90000,135000
Business Analyst - Insurance Operations - REMOTE,WAHVE LLC,"Chula Vista, CA",Chula Vista,CA,1 week ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Staffing and Recruiting,110000,165000
Business Process Analyst|3088,SPECTRAFORCE,"San Diego, CA",San Diego,CA,1 week ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,Management and Manufacturing,Staffing and Recruiting,110000,165000
Senior Business Analyst,Joint Strategic Technologies,"San Diego, CA",San Diego,CA,1 month ago,,"$60,000.00/yr - $120,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Government Relations Services,60000,120000
Business Process Operational Analyst - Urgent Need,MillenniumSoft Inc,"San Diego, CA",San Diego,CA,2 months ago,,"$90,000.00/yr - $135,000.00/yr",Mid-Senior level,Contract,Management and Manufacturing,Staffing and Recruiting,90000,135000
Business Analyst,Diverse Lynx,"San Diego, CA",San Diego,CA,2 weeks ago,34 applicants,"$70,000.00/yr - $120,000.00/yr",Entry level,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,70000,120000
Business Strategy Analyst,MillenniumSoft Inc,"San Diego, CA",San Diego,CA,2 months ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,Business Development and Sales,Staffing and Recruiting,110000,165000
Business Analyst - Insurance Operations - REMOTE,WAHVE LLC,"San Diego, CA",San Diego,CA,1 week ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Staffing and Recruiting,110000,165000
Supply Chain Business Process Analyst,Qualcomm,"San Diego, CA",San Diego,CA,1 month ago,,"$101,500.00/yr - $152,500.00/yr",Not Applicable,Full-time,Other,Telecommunications,101500,152500
Staff Business Process Analyst,Qualcomm,"San Diego, CA",San Diego,CA,6 months ago,,"$101,500.00/yr - $152,500.00/yr",Not Applicable,Full-time,Other,Telecommunications,101500,152500
Business Analyst II,Guild Mortgage,"San Diego, CA",San Diego,CA,3 weeks ago,,"$67,704.00/yr - $92,100.00/yr",Mid-Senior level,Full-time,"Sales, General Business, and Finance",Financial Services,67704,92100
"Sr. Business Analyst, Internal Consulting",Axos Bank,"San Diego, CA",San Diego,CA,1 month ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Banking, Financial Services, and Investment Banking",110000,165000
Business Analyst II,Guild Mortgage,"San Diego, CA",San Diego,CA,3 weeks ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,"Sales, General Business, and Finance",Financial Services,110000,165000
Business Process Analyst,Artech L.L.C.,"San Diego, CA",San Diego,CA,1 week ago,26 applicants,"$90,000.00/yr - $135,000.00/yr",Mid-Senior level,Contract,Management and Manufacturing,Staffing and Recruiting,90000,135000
Business Process/Operational Analyst - Remote,MillenniumSoft Inc,"San Diego, CA",San Diego,CA,2 months ago,37 applicants,"$90,000.00/yr - $135,000.00/yr",Mid-Senior level,Contract,Management and Manufacturing,Staffing and Recruiting,90000,135000
Business Process Analyst|3088  Business Process Analyst|3088,ALTEN,"San Diego, CA",San Diego,CA,1 week ago,,"$110,000.00/yr - $165,000.00/yr",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,110000,165000
Business Process/Operational Analyst,MillenniumSoft Inc,"San Diego, CA",San Diego,CA,2 months ago,,"$90,000.00/yr - $135,000.00/yr",Mid-Senior level,Contract,Management and Manufacturing,Staffing and Recruiting,90000,135000
Strategy Analyst,Academia.edu,"San Francisco, CA",San Francisco,CA,2 weeks ago,None,"$115,000.00/yr - $140,000.00/yr",Mid-Senior level,Full-time,Business Development and Sales,Software Development,115000,140000
Sales Strategy and Operations Senior Analyst,Verkada,"San Mateo, CA",San Mateo,CA,2 weeks ago,,"$55,000.00/yr - $160,000.00/yr",Mid-Senior level,Full-time,Business Development and Sales,Software Development,55000,160000
Strategy Analyst,Academia.edu,"San Francisco, CA",San Francisco,CA,5 weeks ago,12,"$115,000.00/yr - $140,000.00/yr",Mid-Senior level,Full-time,Business Development and Sales,Software Development,115000,140000
JDE E1 Lead Business Analyst,Cornerstone Building Brands,"Cary, NC",Cary,NC,1 month ago,,"$135,000.00/yr - $151,000.00/yr",Associate,Full-time,Project Management,Wholesale Building Materials,135000,151000
